ID,serial number,class,function,function first,function end,code,number,Taisho,koreana,folio code,author,Indian translator,Tibetan translator,calibration,Chinese translation,Sanskrit title,Title romanisation,Tibetan title,Dazheng holding,Barry holding,Nanjo,Other,PDF,WEB_PDF,WEB_HTML,Remarks
3674,4211,怛特羅部,通帙第179Mu,179,179,3674,3674,,,287a2-288a1,Bhavabhadra,,,,多羅母曼荼羅入儀軌略攝,,Sgrol-maḥi dkyil-ḥkhor-du ḥjug-paḥi cho-ga mdor-bsdus-pa,སྒྲོལ་མའི་དཀྱིལ་འཁོར་དུ་འཇུག་པའི་ཆོ་ག་མདོར་བསྡུས་པ།,,,,,,,,
3675,4212,怛特羅部,通帙第179Mu,179,179,3675,3675,,,288a1-308a4,Bhavabhadra,Śrīvimalakīrti,Shaṅ-grub-pa,,聖多羅母曼荼羅入,Ārya-tārāmaṇḍalāvatārakrityā-nāma,Ḥphags-pa sgrol-maḥi dkyil-ḥkhor-la ḥjug-pa shes-bya-ba,འཕགས་པ་སྒྲོལ་མའི་དཀྱིལ་འཁོར་ལ་འཇུག་པ་ཞེས་བྱ་བ།,,,,,,,,
3676,4213,怛特羅部,通帙第179Mu,179,179,3676,3676,,,308a4-308b4,Bhavabhadra,,,,多羅母如意珠成就法,Cintāmaṇitārāsādhana-nāma,Sgrol-ma yid-bshin-nor-bu shes-bya-baḥi sgrub-thabs,སྒྲོལ་མ་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས།,,,,,,,,
3677,4214,怛特羅部,通帙第179Mu,179,179,3677,3677,,,308b4-309a6,Bhavabhadra,,,,多羅母沐浴儀軌,Tārādhāvanavidhi,Sgrol-maḥi khrus-kyi cho-ga,སྒྲོལ་མའི་ཁྲུས་ཀྱི་ཆོ་ག།,,,,,,,,
3678,4215,怛特羅部,通帙第179Mu,179,179,3678,3678,,,309a6-310a3,Bhavabhadra,Śrīratnarakṣita,Shaṅ-grub-pa,,希薩儀軌,Poṣadhavidhi,Gso sbyoṅ-gi cho-ga,གསོ་སྦྱོང་གི་ཆོ་ག།,,,,,,,,
3679,4216,怛特羅部,通帙第179Mu,179,179,3679,3679,,,310a3-311a1,Sñiṅ-rje chen-po,,,,多羅母曼荼羅儀軌,Tārāmaṇḍalavidhi,Sgrol-maḥi maṇḍala-gyi cho-ga,སྒྲོལ་མའི་མཎྜལ་གྱི་ཆོ་ག།,,,,,,,,
3680,4217,怛特羅部,通帙第179Mu,179,179,3680,3680,,,311a1-311a5,Bsod-sñoms-pa,,,,多羅母最上得,Tārāgraprāpti-nāma,Sgrol-ma mchog thob-pa shes-bya-ba,སྒྲོལ་མ་མཆོག་ཐོབ་པ་ཞེས་བྱ་བ།,,,,,,,,
3681,4218,怛特羅部,通帙第179Mu,179,179,3681,3681,,,311a6-313a4,Thams-cad mkhyen-paḥi bśes-gñen,Tathāgatabhadra (K),Ḥphags-pa,,八難救度多羅母成就法,Aṣṭabhayatrāṇatārāsādhana,Ḥjigs-pa brgyad-las skyob-paḥi sgrol-maḥi sgrub-thabs,འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3682,4219,怛特羅部,通帙第179Mu,179,179,3682,3682,,,313a4-313b7,Nag-gi dbaṅ-phyug grags-pa,Śākyaśrībhadra,Gnubs byams-paḥi dkal,,吉祥白多羅母成就法,Śrī-sitatārāsādhana,Dpal sgrol-ma dkar-moḥi sgrub-thabs,དཔལ་སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས།,,,,,,,,
3683,4220,怛特羅部,通帙第179Mu,179,179,3683,3683,,,314a1-314a3,,,,,多羅母成就法,,Sgrol-maḥi sgrub-thabs,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3684,4221,怛特羅部,通帙第179Mu,179,179,3684,3684,,,314a3-315a2,Dā byaṅ-chub-sems-dpaḥ,Tathāgatarakṣita,Rin-chen grags-pa,,多羅母成就法,Tārāsādhana-nāma,Sgrol-maḥi sgrub-thabs shes-bya-ba,སྒྲོལ་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,,,,,,,,
3685,4222,怛特羅部,通帙第179Mu,179,179,3685,3685,,,315a2-317a4,Mar-me-mdsad ye-śes,Dīpaṁkaraśrījñāna,Blo-gros,,多羅母成就法,,Sgrol-maḥi sgrub-thabs,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3686,4223,怛特羅部,通帙第179Mu,179,179,3686,3686,,,317a5-322b1,Mar-me-mdsad bzaṅ-po,Dul-baḥi lha,Chos-kyi śes-rab,,聖母多羅天女修習廣儀軌,Ārya-tārādevībhāvanāvistaravidhi,Ḥphags-ma lha-mo sgrol-ma bsgom-paḥi cho-ga rgyas-pa,འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་བསྒོམ་པའི་ཆོ་ག་རྒྱས་པ།,,,,,,,,
3687,4224,怛特羅部,通帙第179Mu,179,179,3687,3687,,,322b1-323a1,Mar-me-mdsad ye-śes,,,,八難救脫,,Ḥjigs-pa brgyad-las skyob-pa,འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ།,,,,,,,,
3688,4225,怛特羅部,通帙第179Mu,179,179,3688,3688,,,323a1-323b2,Dīpaṁkaraśrījñāna,Dīpaṁkaraśrījñāna,Tshul-khrims rgyal-ba,,聖多羅母讚,Ārya-tārāstotra,Ḥphags-ma sgrol-ma-la bstod-pa,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,,,,,,,,
3689,4226,怛特羅部,通帙第179Mu,179,179,3689,3689,,,323b2-324b7,Mar-me-mdsad ye-śes,Buddhākaravarma,Chos-kyi śes-rab,,聖多羅母成就法,Ārya-tārāsādhana,Ḥphags-ma sgrol-maḥi sgrub-thabs,འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3690,4227,怛特羅部,通帙第179Mu,179,179,3690,3690,,,324b7-325a5,,Śrīratnarakṣita,Shaṅ-grub-pa,,盜賊縛,Caurabandha,Chom-rkun bciṅ-ba,ཆོམ་རྐུན་བཅིང་བ།,,,,,,,,
3691,4228,怛特羅部,通帙第179Mu,179,179,3691,3691,,,325a5-325b6,Vairocana、Dar-ma blo-gros,,,,聖多羅母隨行夜叉成就法,Ārya-tārānucarīyakṣiṇīsādhana,Ḥphags-ma sgrol-maḥi rjes-su spyod-paḥi gnod-sbyin-moḥi sgrub-thabs,འཕགས་མ་སྒྲོལ་མའི་རྗེས་སུ་སྤྱོད་པའི་གནོད་སྦྱིན་མོའི་སྒྲུབ་ཐབས།,,,,,,,,
3692,4229,怛特羅部,通帙第179Mu,179,179,3692,3692,,,325b6-327a4,,Ratnarakṣitapāda,Shaṅ-grub,,華鬘持成就法並讚,Sragdharāsādhana sastuti,Me-tog-phreṅ-ḥdsin-gyi sgrub-pa bstod-pa daṅ bcas-pa,མེ་ཏོག་ཕྲེང་འཛིན་གྱི་སྒྲུབ་པ་བསྟོད་པ་དང་བཅས་པ།,,,,,,,,
3693,4230,怛特羅部,通帙第179Mu,179,179,3693,3693,,,327a4-327b4,Maticitra,,,,聖多羅母讚,Ārya-tārāstotra,Ḥphags-ma sgrol-ma-la bstod-pa,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,,,,,,,,
3694,4231,怛特羅部,通帙第179Mu,179,179,3694,3694,,,327b4-328a2,Ḥbum-phrag gsum-pa,,,,聖多羅母讚,Ārya-tārāstotra,Ḥphags-ma sgrol-ma-la bstod-pa,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,,,,,,,,
3695,4232,怛特羅部,通帙第179Mu,179,179,3695,3695,,,328a2-328a7,,,,,聖母多羅天女讚,Ārya-tārādevīstotra,Ḥphags-ma lha-mo sgrol-ma-la bstod-pa,འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།,,,,,,,,
3696,4233,怛特羅部,通帙第179Mu,179,179,3696,3696,,,328a7-329a2,,,,,聖多羅母成就法,Ārya-tārāsādhana,Ḥphags-ma sgrol-ma sgrub-paḥi thabs,འཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས།,,,,,,,,
3697,4234,怛特羅部,通帙第179Mu,179,179,3697,3697,,,329a2-329a6,Phur-bu,,,,辨財天成就法,Sarasvatīsādhana,Dbyaṅs-can-maḥi sgrub-thabs,དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3698,4235,怛特羅部,通帙第179Mu,179,179,3698,3698,,,329a6-330b4,Phur-bu,,Dar-ma yon-tan,,梵天童女辨財天讚成就語光明,Brahmaputrīsarasvatīstotrasiddhivākyaprabhā-nāma,Tshaṅs-paḥi bu-mo dbyaṅs-can-ma-la bstod-pas grub-pa ṅag-gi ḥod-zer shes-bya-ba,ཚངས་པའི་བུ་མོ་དབྱངས་ཅན་མ་ལ་བསྟོད་པས་གྲུབ་པ་ངག་གི་འོད་ཟེར་ཞེས་བྱ་བ།,,,,,,,,
3699,4236,怛特羅部,通帙第179Mu,179,179,3699,3699,,,330b4-332b1,Zla-ba gshon-nu,Buddhaśrījñāna,Byams-paḥi dpal,,吉祥金剛辨財天女成就法,Śrī-vajrasarasvatīdevīsādhana,Dpal lha-mo rdo-rje dbyaṅs-can-maḥi sgrub-thabs,དཔལ་ལྷ་མོ་རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3700,4237,怛特羅部,通帙第179Mu,179,179,3700,3700,,,332b1-335a5,,,,,吉祥持世母成就法,Śrī-vasudhārāsādhana,Dpal nor-rgyun-maḥi sgrub-thabs,དཔལ་ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས།,,,,,,,,
3701,4238,怛特羅部,通帙第179Mu,179,179,3701,3701,,,335a5-336a5,,,,,持世母一百八名,,Nor-rgyun-maḥi mtshan brgya-rtsa-brgyad,ནོར་རྒྱུན་མའི་མཚན་བརྒྱ་རྩ་བརྒྱད།,,,,,,,,
3702,4239,怛特羅部,通帙第179Mu,179,179,3702,3702,,,336a5-336b7,,,Blo-gros brtan-pa,,持世母誓願,,Nor-rgyun-maḥi smon-lam,ནོར་རྒྱུན་མའི་སྨོན་ལམ།,,,,,,,,
3703,4240,怛特羅部,通帙第179Mu,179,179,3703,3703,,,337a1-344b3,Śaṅku,Avadhūti-pa chen-pa,Prajñānakīrti,,成就迦樓羅論,Siddhagaruḍaśāstra,Mkhaḥ-ldiṅ grub-paḥi bstan-bcos,མཁའ་ལྡིང་གྲུབ་པའི་བསྟན་བཅོས།,,,,,,,,
3704,4241,怛特羅部,通帙第179Mu,179,179,3704,3704,,,344b3-345b7,Nag-mo khol,Jñānaśīla,Chos-ḥbar,,辨財天讚,Sarasvatīstotra-nāma,Lha-mo dbyaṅs-can-gyi bstod-pa,ལྷ་མོ་དབྱངས་ཅན་གྱི་བསྟོད་པ།,,,,,,,,
3705,4242,怛特羅部,通帙第180Tsu,180,180,3705,3705,,,1b1-5b4,Saṅs-rgyas gsaṅ-ba,Saṅs-rgyas gsaṅ-ba,Dbas mañjuśrī、Bran-ka mutita、Ka-ba dpal-brtsegs,,曼荼羅法略攝,Dharmamaṇḍalasūtra,Dkyil-ḥkhor-gyi chos-mdor-bsdus-pa,དཀྱིལ་འཁོར་གྱི་ཆོས་མདོར་བསྡུས་པ།,,,,,,,,
3706,4243,怛特羅部,通帙第180Tsu,180,180,3706,3706,,,5b4-6b6,Padma ḥbyuṅ-gnas,,,,超量殿作明現觀閻滅燈,,Gshal-yas-khaṅ gsal-bar-byed-paḥi mṅon-rtogs mun-sel sgron-ma,གཞལ་ཡས་ཁང་གསལ་བར་བྱེད་པའི་མངོན་རྟོགས་མུན་སེལ་སྒྲོན་མ།,,,,,,,,
3707,4244,怛特羅部,通帙第180Tsu,180,180,3707,3707,,,6b6-26b1,Tripiṭakamala,Padmākaravarma,Rin-chen bzaṅ-po,,三理趣燈,Nayatrayapradīpa,Tshul gsum-gyi sgron-ma,ཚུལ་གསུམ་གྱི་སྒྲོན་མ།,,,,,,,,
3708,4245,怛特羅部,通帙第180Tsu,180,180,3708,3708,,,26b1-39a2,Shi-a ḥtsho,Dīpaṁkaraśrījñāna,Rin-chen bzaṅ-po,Kumārakalaśa、Śākya ḥod,真性成就論,Tattvasiddhi-nāma-prakaraṇa,De-kho-na-ñid grub-pa shes-bya-baḥi rab-tu-byed-pa,དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,,,,,,,,
3709,4246,怛特羅部,通帙第180Tsu,180,180,3709,3709,,,39a2-76a4,Ye-śes grags-pa,Padmākaravarma,Rin-chen bzaṅ-po,,真性入善逝全說法略攝釋論,Tattvāvatārākhyāsakalasugatavācasaṁkṣiptavyākhyāprakaraṇa,De-kho-na-ñid-la ḥjug-pa shes-bya-ba bde-bar-gśegs-paḥi bkaḥ ma-lus-pa mdor-bsdus te bśad-paḥi rab-tu-byed-pa,དེ་ཁོ་ན་ཉིད་ལ་འཇུག་པ་ཞེས་བྱ་བ་བདེ་བར་གཤེགས་པའི་བཀའ་མ་ལུས་པ་མདོར་བསྡུས་ཏེ་བཤད་པའི་རབ་ཏུ་བྱེད་པ།,,,,,,,,
3710,4247,怛特羅部,通帙第180Tsu,180,180,3710,3710,,,76a4-78b6,Mtho-btsun btso-yags,Padmākaravarma,Rin-chen bzaṅ-po,,秘密真言理趣光,Mantranayāloka,Gsaṅ-sṅags-kyi tshul-gyi snaṅ-ba,གསང་སྔགས་ཀྱི་ཚུལ་གྱི་སྣང་བ།,,,,,,,,
3711,4248,怛特羅部,通帙第180Tsu,180,180,3711,3711,,,78b6-100a4,Chos-kyi dbaṅ-po,Janārdana,Rin-chen bzaṅ-po,,真性心髓集,Tattvasārasaṁgraha,De-kho-na-ñid-kyi sñiṅ-po bsdus-pa,དེ་ཁོ་ན་ཉིད་ཀྱི་སྙིང་པོ་བསྡུས་པ།,,,,,,,,
3712,4249,怛特羅部,通帙第180Tsu,180,180,3712,3712,,,100a4-104b1,Rin-chen ḥbyuṅ-gnas shi-ba,Kṛṣṇa-pa,Chos-kyi śes-rab,,三乘建立,Triyānavyavasthāna-nāma,Theg-pa gsum rnam-par-gshag-pa shes-bya-ba,ཐེག་པ་གསུམ་རྣམ་པར་གཞག་པ་ཞེས་བྱ་བ།,,,,,,,,
3713,4250,怛特羅部,通帙第180Tsu,180,180,3713,3713,,,104b1-115a7,Śraddhākaravarma,Śraddhākaravarma,Rin-chen bzaṅ-po,,無上瑜伽怛特羅義入集,Yogānuttaratantārthāvatārasaṁgraha-nāma,Rnal-ḥbyor bla-na-med-paḥi rgyud-kyi don-la ḥjug-pa bsdus-pa shes-bya-ba,རྣལ་འབྱོར་བླ་ན་མེད་པའི་རྒྱུད་ཀྱི་དོན་ལ་འཇུག་པ་བསྡུས་པ་ཞེས་བྱ་བ།,,,,,,,,
3714,4251,怛特羅部,通帙第180Tsu,180,180,3714,3714,,,115a7-120a2,Jñānaśrī,,,,金剛乘二邊遮遣,,Rdo-rje theg-paḥi mthaḥ gñis sel-ba,རྡོ་རྗེ་ཐེག་པའི་མཐའ་གཉིས་སེལ་བ།,,,,,,,,
3715,4252,怛特羅部,通帙第180Tsu,180,180,3715,3715,,,120a2-164b2,Ye-śes rdo-rje,Rṅog bṅog buddhapāla,Ye-śes rdo-rje,,真性見道,Tattvamārgadarśana-nāma,De-ñid mthoṅ-baḥi lam shes-bya-ba,དེ་ཉིད་མཐོང་བའི་ལམ་ཞེས་བྱ་བ།,,,,,,,,
3716,4253,怛特羅部,通帙第180Tsu,180,180,3716,3716,,,164b2-183a5,Vajrapāṇi,Dhiro Ṣkrijñāna,Ḥbrog jo-sras,,上師相承次第優波提舍,Guruparaṁparakramopadeśa-nāma,Bla-ma brgyud-paḥi rim-paḥi man-ṅag ces-bya-ba,བླ་མ་བརྒྱུད་པའི་རིམ་པའི་མན་ངག་ཅེས་བྱ་བ།,,,,,,,,
3717,4254,怛特羅部,通帙第180Tsu,180,180,3717,3717,,,183a6-194a4,Skal-ba bzaṅ-poḥi rdo-rje,Gayadhara,Ḥgrog-mi śākya ye-śes,,大乘道次第,Mahāyānapathakrama,Theg-pa chen-poḥi lam-gyi rim-pa,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་རིམ་པ།,,,,,,,,
3718,4255,怛特羅部,通帙第180Tsu,180,180,3718,3718,,,194a4-196b1,Jñānākara,Jñānākara,Tshul-khrims rgyal-ba,,秘密真言入,Mantrāvatāra,Gsaṅ sṅags-la ḥjug-pa,གསང་སྔགས་ལ་འཇུག་པ།,,,,,,,,
3719,4256,怛特羅部,通帙第180Tsu,180,180,3719,3719,,,196b1-208a7,Jñānākara,Jñānākara,Tshul-khrims rgyal-ba,,秘密真言入註釋,Mantrāvatāravṛtti,Gsaṅ-sṅags-la ḥjug-paḥi ḥgrel-pa,གསང་སྔགས་ལ་འཇུག་པའི་འགྲེལ་པ།,,,,,,,,
3720,4257,怛特羅部,通帙第181Tshu,181,181,3720,3720,,,1b1-10a2,Nag-po,Kṛṣṇa-pa,Chos-kyi śes-rab,,大乘攝燈,Mahāyānamelāyanāpradīpa,Theg-pa chen-po bsdus-paḥi sgron-pa,ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་སྒྲོན་པ།,,,,,,,,
3721,4258,怛特羅部,通帙第181Tshu,181,181,3721,3721,1687,1493,10a2-12a2,Rta-dbyaṅs,Padmākaravarma,Rin-chen bzaṅ-po,,上師五十,Gurupañcāśikā,Bla-ma lṅa-bcu-pa,བླ་མ་ལྔ་བཅུ་པ།,1687,,1080,,,,,
3722,4259,怛特羅部,通帙第181Tshu,181,181,3722,3722,,,12a2-36a2,Nag-gi rin-chen,Rig-pa gshon-nu,,,上師恭敬難語釋,Guruvārādhanapañjikā,Bla-maḥi bsñen-bkur-gyi dkaḥ-ḥgrel,བླ་མའི་བསྙེན་བཀུར་གྱི་དཀའ་འགྲེལ།,,,,,,,,
3723,4260,怛特羅部,通帙第181Tshu,181,181,3723,3723,,,36a2-41a2,Sgeg-paḥi rdo-rje,,,,共三摩耶略攝,,Spyiḥi dam-tshig mdor-bsdus-pa,སྤྱིའི་དམ་ཚིག་མདོར་བསྡུས་པ།,,,,,,,,
3724,4261,怛特羅部,通帙第181Tshu,181,181,3724,3724,,,41a2-44a1,Ye-śes bzaṅ-po,Jñānaśrībhadra,Blo-gros sñiṅ-po,,戒律儀三摩耶無相違,Śīlasaṁvarasamayāvirodha-nāma,Tshul-khrims daṅ sdom-pa daṅ dam-tshig mi ḥgal-pa shes-bya-ba,ཚུལ་ཁྲིམས་དང་སྡོམ་པ་དང་དམ་ཚིག་མི་འགལ་པ་ཞེས་བྱ་བ།,,,,,,,,
3725,4262,怛特羅部,通帙第181Tshu,181,181,3725,3725,,,44a1-54b1,Dīpaṁkaraśrījñāna,Dīpaṁkaraśrījñāna,Tshul-khrims rgyal-ba,,一切三摩耶集,,Dam-tshig thams-cad bsdus-pa shes-bya-ba,དམ་ཚིག་ཐམས་ཅད་བསྡུས་པ་ཞེས་བྱ་བ།,,,,,,,,
3726,4263,怛特羅部,通帙第181Tshu,181,181,3726,3726,,,54b1-54b1,Jñānabodhi,Kamalagupta,Bsod-nams rgyal-ba,,初羯磨三摩耶略攝,,Las daṅ-po-paḥi dam-tshig mdor-bsdus-pa,ལས་དང་པོ་པའི་དམ་ཚིག་མདོར་བསྡུས་པ།,,,,,,,,
3727,4264,怛特羅部,通帙第181Tshu,181,181,3727,3727,,,54b2-56b7,Vibhūticandra,Vibhūticandra,,,三律儀光明鬘,Trisaṁvaraprabhāmāla-nāma,Sdom gsum ḥod-kyi phreṅ-ba shes-bya-ba,སྡོམ་གསུམ་འོད་ཀྱི་ཕྲེང་བ་ཞེས་བྱ་བ།,,,,,,,,
3728,4265,怛特羅部,通帙第181Tshu,181,181,3728,3728,,,56b7-58b2,Rdo-rje gdan-pa,Abhayākaragupta,Saṅs-rgyas grags-pa,,金剛乘根本過羯磨儀軌,Vajrayānamūlāpattikarmavidhi,Rdo-rje theg-pa rtsa-baḥi ltuṅ-baḥi las-kyi cho-ga,རྡོ་རྗེ་ཐེག་པ་རྩ་བའི་ལྟུང་བའི་ལས་ཀྱི་ཆོ་ག།,,,,,,,,
3729,4266,怛特羅部,通帙第181Tshu,181,181,3729,3729,,,58b2-63b7,Klu-sgrub,,,,厭離燈,,Shen-log sgron-ma,ཞེན་ལོག་སྒྲོན་མ།,,,,,,,,
3730,4267,怛特羅部,通帙第181Tshu,181,181,3730,3730,,,63b7-65b2,Ḥgro-bzaṅ sñiṅ-po,Tejadeva,Ḥphags-pa śes-rab,,大王毗沙門天成就法,Mahārājavaiśravaṇasādhana,Rgyal-po chen-po rnam-thos-sras-kyi sgrub-thabs,རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་སྒྲུབ་ཐབས།,,,,,,,,
3731,4268,怛特羅部,通帙第181Tshu,181,181,3731,3731,,,65b2-67b4,Ḥgro-bzaṅ sñiṅ-po,Tejodeva,Ḥphags-pa śes-rab,,大王毗沙門天業分別成就法,Mahārājavirūḍhakakarmakalpasādhana,Rgyal-po chen-po rnam-thos-sras-kyi las brtag-paḥi sgrub-paḥi thabs,རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་ལས་བརྟག་པའི་སྒྲུབ་པའི་ཐབས།,,,,,,,,
3732,4269,怛特羅部,通帙第181Tshu,181,181,3732,3732,,,67b4-69b2,Dgaḥ-rab rdo-rje,,,,夜叉王成就法,Yakṣarājasādhana,Gnod-sbyin-gyi rgyal-po sgrub-paḥi thabs,གནོད་སྦྱིན་གྱི་རྒྱལ་པོ་སྒྲུབ་པའི་ཐབས།,,,,,,,,
3733,4270,怛特羅部,通帙第181Tshu,181,181,3733,3733,,,69b2-70a6,Dpaḥ-bo rdo-rje,Ñi-ma rgyal-mtshan,,,大王俱吠羅成就法,Mahārājakuverasādhana-nāma,Rgyal-po chen-po lus ṅan-poḥi sgrub-thabs shes-bya-ba,རྒྱལ་པོ་ཆེན་པོ་ལུས་ངན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,,,,,,,,
3734,4271,怛特羅部,通帙第181Tshu,181,181,3734,3734,,,70a6-71a7,Śūraṅgamavarma,,,,毗沙門天成就法,Vaiśravaṇasādhana-nāma,Rnam-thos-sras-kyi sgrub-paḥi thabs shes-bya-ba,རྣམ་ཐོས་སྲས་ཀྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,,,,,,,,
3735,4272,怛特羅部,通帙第181Tshu,181,181,3735,3735,,,71b1-72a4,,,,,毗沙門天儀軌,,Bai-śra-ba-ṇaḥi rtogs-pa,བེེ་ཤྲ་བ་ཎའི་རྟོགས་པ།,,,,,,,,
3736,4273,怛特羅部,通帙第181Tshu,181,181,3736,3736,,,72a4-73a2,,,,,毗沙門天儀軌,,Rnam-sras rtogs-pa,རྣམ་སྲས་རྟོགས་པ།,,,,,,,,
3737,4274,怛特羅部,通帙第181Tshu,181,181,3737,3737,,,73a2-73b2,Rdo-rje mkhaḥ-ḥgro,,,,障害王成就法,,Bgegs-kyi rgyal-poḥi sgrub-thabs,བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས།,,,,,,,,
3738,4275,怛特羅部,通帙第181Tshu,181,181,3738,3738,,,73b2-74b5,Amoghavajra,Dīpaṁkaraśrījñāna,Nag-tsho tshul-khrims rgyal-ba,,歡喜天秘密成就法,Gaṇapatiguhyasādhana-nāma,Tshogs-kyi bdag-po gsaṅ-baḥi sgrub-thabs shes-bya-ba,ཚོགས་ཀྱི་བདག་པོ་གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,,,,,,,,
3739,4276,怛特羅部,通帙第181Tshu,181,181,3739,3739,,,74b5-75a4,Dīpaṁkaraśrījñāna,Dīpaṁkaraśrījñāna,Tshul-khrims rgyal-ba,,聖歡喜天貪金剛三摩耶讚,Ārya-gaṇapatirāgavajrasamayastotra-nāma,Ḥphags-pa tshogs-kyi-bdag-po chags-pa rdo-rjeḥi dam-tshig-gi bstod-pa shes-byab-ba,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ་ཞེས་བྱ་བ།,,,,,,,,
3740,4277,怛特羅部,通帙第181Tshu,181,181,3740,3740,,,75a4-76a1,Rin-chen rdo-rje,Dīpaṁkaraśrījñāna,Nag-tsho tshul-khrims rgyal-ba,,雲明歡喜天成就法,Meghālokagaṇapatisādhana-nāma,Sprin-gyi sgron-ma tshogs-kyi-bdag-po sgrub-paḥi thabs shes-bya-ba,སྤྲིན་གྱི་སྒྲོན་མ་ཚོགས་ཀྱི་བདག་པོ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,,,,,,,,
3741,4278,怛特羅部,通帙第181Tshu,181,181,3741,3741,,,76a1-76b5,Indrabhūti,Dīpaṁkaraśrījñāna,Rgya brtson-ḥgrus seṅ-ge,,吉祥障害消除歡喜天成就法,Śrī-ājñāvinivartagaṇagatisādhana-nāma,Dpal tshogs-kyi bdag-po ḥjur-gegs sel-ba shes-bya-baḥi sgrub-thabs shes-bya-ba,དཔལ་ཚོགས་ཀྱི་བདག་པོ་འཇུར་གེགས་སེལ་བ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,,,,,,,,
3742,4279,怛特羅部,通帙第181Tshu,181,181,3742,3742,,,76b5-77a5,Sgeg-pa rdo-rje,Dānaśīla,,,除穢忿怒尊成就法,Ucchuṣmasādhana,Ḥchol-baḥi sgrub-thabs,འཆོལ་བའི་སྒྲུབ་ཐབས།,,,,,,,,
